healpix,sv1,sv2,sv3
7411,408.6769892243149,0.0,0.0
7414,310.9757848033417,0.0,0.0
7415,1.1914781026947956,0.0,0.0
7416,607.6538323743458,0.0,0.0
7417,606.4623542716511,0.0,0.0
7418,474.2082848725287,0.0,0.0
7419,464.6764600509703,0.0,0.0
7420,482.5486315913923,0.0,0.0
7421,38.12729928623346,0.0,0.0
7422,330.0394344464584,0.0,0.0
7423,3.574434308084387,0.0,0.0
7517,19.06364964311673,0.0,0.0
7519,237.10414243626434,0.0,0.0
7535,69.10572995629815,0.0,0.0
7540,44.08468979970744,0.0,0.0
7541,330.0394344464584,0.0,0.0
7542,126.29667888564835,0.0,0.0
7543,314.5502191114261,0.0,0.0
7544,184.67910591769333,0.0,0.0
7545,232.33823002548516,0.0,0.0
7546,451.57020092132757,0.0,0.0
7547,601.6964418608718,0.0,0.0
7548,206.12571176619966,0.0,0.0
7549,355.0604746030491,0.0,0.0
7550,409.86846732700974,0.0,0.0
7551,183.48762781499855,0.0,0.0
7558,232.33823002548516,0.0,0.0
7559,132.25406939912233,0.0,0.0
7561,621.9515696066834,0.0,0.0
7562,95.31824821558365,0.0,0.0
7563,1142.6275004843092,0.0,0.0
7564,1239.1372268025875,0.0,0.0
7565,1067.564380014537,0.0,0.0
7566,1087.8195077603484,0.0,0.0
7567,1173.6059311543738,0.0,0.0
7576,35.74434308084387,0.0,0.0
7578,27.4039963619803,0.0,0.0
7582,1.1914781026947956,0.0,0.0
7583,54.8079927239606,0.0,0.0
7584,251.40187966860188,0.0,0.0
7585,1186.7121902840165,0.0,0.0
7586,1.1914781026947956,0.0,0.0
7587,413.44290163509413,0.0,0.0
7588,1137.86158807353,0.0,0.0
7589,713.6953835141826,0.0,0.0
7590,470.6338505644443,0.0,0.0
